,id,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,pval,padj,resVarA,resVarB,AGI,Description,Nitrate induced,Nitrate repressed,Present in ATH1?,,
11895,protein_coding_gene|+|AT4G09000,200.2208415,134.9451292,265.4965538,1.967440807,0.976320231,4.40E-05,0.00274747,0.035430101,0.600645606,AT4G09000,"GF14 CHI, GRF1, general regulatory factor 1",1,0,0,,
11906,protein_coding_gene|+|AT4G09180,21.13006103,12.03803469,30.22208738,2.510549949,1.328003429,0.000643966,0.027222706,0.172221077,0.040636686,AT4G09180,basic helix-loop-helix (bHLH) DNA-binding superfamily protein,1,0,0,,
11920,protein_coding_gene|-|AT4G09620,34.84952758,7.757226898,61.94182826,7.985047888,2.99730106,5.01E-15,1.45E-12,0.125527024,1.353827579,AT4G09620,Mitochondrial transcription termination factor family protein,1,0,1,,
11959,protein_coding_gene|+|AT4G10250,26.10649093,15.5144538,36.69852806,2.365441191,1.242109293,0.000363471,0.016837553,0.457330344,3.169452761,AT4G10250,"ATHSP22.0, HSP20-like chaperones superfamily protein",1,0,1,,
12098,protein_coding_gene|+|AT4G12290,13.6686209,24.99689449,2.340347319,0.093625523,-3.416954318,8.80E-08,1.04E-05,0.006377774,0.93679357,AT4G12290,Copper amine oxidase family protein,0,1,0,,
12214,protein_coding_gene|-|AT4G13890,58.55796405,26.80293772,90.31299039,3.369518346,1.752542381,3.77E-09,5.56E-07,0.039653717,0.13944767,AT4G13890,"EDA36, EDA37, SHM5, Pyridoxal phosphate (PLP)-dependent transferases superfamily protein",1,0,0,,
12347,protein_coding_gene|-|AT4G15270,55.60719434,34.74105443,76.47333424,2.201238146,1.138315235,7.71E-05,0.004525882,0.001034866,0.691376589,AT4G15270,glucosyltransferase-related,1,0,1,,
12353,protein_coding_gene|-|AT4G15340,12.37546485,3.305144762,21.44578493,6.488606846,2.697908754,9.21E-07,8.91E-05,0.231025474,1.809818841,AT4G15340,"04C11, ATPEN1, PEN1, pentacyclic triterpene synthase 1",1,0,1,,
12381,protein_coding_gene|+|AT4G15610,75.71873769,108.096969,43.34050637,0.400940996,-1.318538157,5.79E-06,0.000466676,0.080492553,1.138622231,AT4G15610,Uncharacterised protein family (UPF0497),0,1,1,,
12424,protein_coding_gene|+|AT4G16190,125.2261926,165.3793843,85.07300082,0.514411159,-0.959006155,0.000565191,0.024329019,0.123188694,0.575779905,AT4G16190,Papain family cysteine protease,0,1,1,,
12491,protein_coding_gene|-|AT4G16920,6.980172824,2.203429842,11.75691581,5.335734129,2.415686781,0.000331881,0.015682417,0.183172549,0.093424476,AT4G16920,Disease resistance protein (TIR-NBS-LRR class) family,1,0,1,,
12500,protein_coding_gene|-|AT4G17030,38.01448509,58.01273513,18.01623506,0.310556553,-1.687072084,3.03E-06,0.000264503,0.285767195,0.010847988,AT4G17030,"AT-EXPR, ATEXLB1, ATEXPR1, ATHEXP BETA 3.1, EXLB1, EXPR, expansin-like B1",0,1,1,,
12544,protein_coding_gene|-|AT4G17550,72.17302679,29.26808681,115.0779668,3.931858187,1.975211288,3.49E-12,7.24E-10,0.233359918,0.1280601,AT4G17550,Major facilitator superfamily protein,1,0,1,,
12555,protein_coding_gene|-|AT4G17670,39.05877708,59.61189703,18.50565713,0.310435635,-1.687633919,6.37E-06,0.000501682,0.276787138,1.475686433,AT4G17670,Protein of unknown function (DUF581),0,1,1,,
12562,protein_coding_gene|+|AT4G17770,34.04436187,46.77908912,21.30963461,0.455537613,-1.134357914,0.001097126,0.042562168,0.065251877,0.810547004,AT4G17770,"ATTPS5, TPS5, TPS5, trehalose phosphatase/synthase 5",0,1,1,,
12600,protein_coding_gene|-|AT4G18340,41.85168657,12.34497639,71.35839675,5.780359109,2.531159124,2.13E-13,5.02E-11,0.005917938,1.915304771,AT4G18340,Glycosyl hydrolase superfamily protein,1,0,1,,
12654,protein_coding_gene|-|AT4G19030,60.75961143,80.88702921,40.63219365,0.502332624,-0.99328512,0.000925882,0.036824527,0.815238725,0.275850107,AT4G19030,"AT-NLM1, ATNLM1, NIP1;1, NLM1, NOD26-like major intrinsic protein 1",0,1,1,,
12808,protein_coding_gene|-|AT4G21350,33.02583604,15.78578852,50.26588357,3.184249144,1.670953221,9.32E-07,8.97E-05,0.140023256,0.018064708,AT4G21350,"B80, PUB8, plant U-box 8",1,0,1,,
12977,protein_coding_gene|-|AT4G23700,8.77946188,14.81012548,2.748798276,0.185602632,-2.429710923,0.000235212,0.011763147,0.374474469,0.528116564,AT4G23700,"ATCHX17, CHX17, cation/H+ exchanger 17",0,1,1,,
13050,protein_coding_gene|+|AT4G24570,36.39131291,54.41311902,18.36950681,0.337593344,-1.566641635,7.02E-05,0.004161238,24.35605753,2.116017166,AT4G24570,"DIC2, dicarboxylate carrier 2",0,1,1,,
13054,protein_coding_gene|-|AT4G24620,205.5900319,83.17128849,328.0087753,3.943774122,1.979576924,2.06E-16,7.20E-14,0.508166333,0.252068078,AT4G24620,"PGI, PGI1, phosphoglucose isomerase 1",1,0,1,,
13057,protein_coding_gene|-|AT4G24670,41.07809351,8.19983596,73.95635105,9.01924763,3.173007091,1.71E-18,6.86E-16,0.003227588,0.087301584,AT4G24670,"TAR2, tryptophan aminotransferase related 2",1,0,1,,
13099,protein_coding_gene|+|AT4G25200,53.44642294,31.01929213,75.87355376,2.446011774,1.290431348,7.84E-06,0.000600915,3.100170108,5.564885126,AT4G25200,"ATHSP23.6-MITO, HSP23.6-MITO, mitochondrion-localized small heat shock protein 23.6",1,0,1,,
13136,protein_coding_gene|-|AT4G25620,33.42008704,20.94219896,45.89797512,2.191650227,1.132017572,0.000695974,0.029030746,0.010810023,0.000882253,AT4G25620,hydroxyproline-rich glycoprotein family protein,1,0,1,,
13158,protein_coding_gene|+|AT4G25835,13.87533353,1.896488139,25.85417893,13.6326605,3.768995235,5.18E-11,9.31E-09,0.081212787,0.000332292,AT4G25835,P-loop containing nucleoside triphosphate hydrolases superfamily protein,1,0,1,,
13169,protein_coding_gene|+|AT4G25970,28.47320113,41.27051452,15.67588774,0.379832622,-1.396564278,0.000303122,0.014691698,0.279599008,0.080697564,AT4G25970,"PSD3, phosphatidylserine decarboxylase 3",0,1,1,,
13180,protein_coding_gene|-|AT4G26130,76.01758109,39.97829432,112.0568679,2.802942691,1.486942247,6.95E-08,8.45E-06,0.446210664,0.39221176,AT4G26130,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G56980.1); Has 121 Blast hits to 116 proteins in 19 species: Archae - 0; Bacteria - 0; Metazoa - 4; Fungi - 0; Plants - 113; Viruses - 0; Other Eukaryotes - 4 (source: NCBI BLink).,1,0,1,,
13242,protein_coding_gene|+|AT4G26970,703.8564746,296.7230933,1110.989856,3.744197472,1.904656526,1.79E-16,6.38E-14,1.346923181,2.28271662,AT4G26970,"ACO2, aconitase 2",1,0,1,,
13358,protein_coding_gene|+|AT4G28350,5.891804405,11.06237166,0.721237149,0.065197335,-3.9390432,8.97E-05,0.005139781,0.625733505,0.35777651,AT4G28350,Concanavalin A-like lectin protein kinase family protein,0,1,1,,
13463,protein_coding_gene|+|AT4G29740,9.839900263,2.248652295,17.43114823,7.751820178,2.954535104,9.15E-07,8.89E-05,0.007552482,0.000609782,AT4G29740,"ATCKX4, CKX4, cytokinin oxidase 4",1,0,1,,
13477,protein_coding_gene|-|AT4G29905,49.6685385,13.31102396,86.02605305,6.462767503,2.692152092,2.81E-16,9.02E-14,0.160704364,0.182608501,AT4G29905,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G57123.1); Has 73 Blast hits to 73 proteins in 13 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 73; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,1,0,0,,
13499,protein_coding_gene|-|AT4G30190,2153.122168,1222.406868,3083.837468,2.522758623,1.335002176,1.23E-07,1.45E-05,0.406309355,0.108001386,AT4G30190,"AHA2, HA2, PMA2, H(+)-ATPase 2",1,0,1,,
13544,protein_coding_gene|-|AT4G30680,5.208145597,1.544323983,8.871967212,5.744887284,2.522278587,0.001080259,0.041994219,0.499522114,0.229648031,AT4G30680,"Initiation factor eIF-4 gamma, MA3",1,0,1,,
13585,protein_coding_gene|-|AT4G31130,21.50159671,32.37596572,10.6272277,0.328244346,-1.607157933,0.000398062,0.018084497,3.972597687,0.554878318,AT4G31130,Protein of unknown function (DUF1218),0,1,1,,
13632,protein_coding_gene|+|AT4G31730,75.51769162,34.51494217,116.5204411,3.375941947,1.755290096,3.10E-10,5.22E-08,0.174911764,0.066464053,AT4G31730,"GDU1, glutamine dumper 1",1,0,1,,
13647,protein_coding_gene|+|AT4G31910,136.3108499,35.26449293,237.3572068,6.730770445,2.750771654,2.72E-25,1.71E-22,0.071031067,2.589995183,AT4G31910,HXXXD-type acyl-transferase family protein,1,0,1,,
13739,protein_coding_gene|-|AT4G32950,168.5879864,31.19056647,305.9854063,9.810190739,3.294281187,1.34E-36,1.40E-33,0.966833462,10.63751872,AT4G32950,Protein phosphatase 2C family protein,1,0,1,,
13746,protein_coding_gene|-|AT4G33040,14.80123125,24.68995279,4.912509721,0.198967967,-2.32939191,6.28E-06,0.000499903,0.027273479,1.442830644,AT4G33040,Thioredoxin superfamily protein,0,1,1,,
13788,protein_coding_gene|+|AT4G33550,5.85503637,10.26759844,1.442474297,0.140487993,-2.831481262,0.000567464,0.024371222,1.212317549,0.870627743,AT4G33550,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein,0,1,1,,
13804,protein_coding_gene|+|AT4G33720,68.32079725,93.8198975,42.821697,0.45642447,-1.131551955,0.000346511,0.016171096,0.022489897,2.202882149,AT4G33720,"CAP (Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein) superfamily protein",0,1,1,,
13827,protein_coding_gene|+|AT4G34000,140.4245378,75.70462725,205.1444484,2.709800654,1.438186724,2.87E-09,4.36E-07,0.099883384,1.320879192,AT4G34000,"ABF3, DPBF5, abscisic acid responsive elements-binding factor 3",1,0,1,,
13867,protein_coding_gene|+|AT4G34419,14.04904716,2.203429842,25.89466449,11.75198048,3.554832,1.17E-10,2.06E-08,0.117783938,0.883384131,AT4G34419,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G19200.1).,1,0,0,,
13895,protein_coding_gene|-|AT4G34740,30.85937299,16.0378923,45.68085369,2.848307798,1.510105057,3.86E-05,0.002477837,2.145204486,1.501590362,AT4G34740,"ASE2, ATASE2, ATPURF2, CIA1, GLN phosphoribosyl pyrophosphate amidotransferase 2",1,0,1,,
13896,protein_coding_gene|+|AT4G34750,28.29814744,9.391995787,47.2042991,5.026013657,2.329414592,6.32E-10,1.01E-07,0.065479694,0.002130498,AT4G34750,SAUR-like auxin-responsive protein family ,1,0,1,,
13898,protein_coding_gene|+|AT4G34800,10.22076161,2.248652295,18.19287093,8.090566504,3.016240724,2.48E-07,2.72E-05,0.007376613,1.073091096,AT4G34800,SAUR-like auxin-responsive protein family ,1,0,0,,
13902,protein_coding_gene|-|AT4G34860,82.11786963,34.24360745,129.9921318,3.796099228,1.924517704,5.31E-12,1.08E-09,0.817394823,0.005878213,AT4G34860,Plant neutral invertase family protein,1,0,1,,
13907,protein_coding_gene|+|AT4G34910,14.78130551,7.314617836,22.24799319,3.041579709,1.604820812,0.000365899,0.016867116,0.900111418,0.377847231,AT4G34910,P-loop containing nucleoside triphosphate hydrolases superfamily protein,1,0,1,,
13923,protein_coding_gene|-|AT4G35090,99.58802104,66.1481177,133.0279244,2.011061373,1.00795711,0.000200127,0.01028119,2.459794479,1.774414102,AT4G35090,"CAT2, catalase 2",1,0,1,,
13936,protein_coding_gene|-|AT4G35260,199.396244,100.3397421,298.4527458,2.974422094,1.572609392,4.13E-11,7.56E-09,0.008395984,0.033832788,AT4G35260,"IDH-I, IDH1, isocitrate dehydrogenase 1",1,0,1,,
13967,protein_coding_gene|+|AT4G35720,5.49922553,10.27721391,0.721237149,0.070178275,-3.832831694,0.000322433,0.015312718,1.310446282,0.374202102,AT4G35720,Arabidopsis protein of unknown function (DUF241),0,1,1,,
13996,protein_coding_gene|-|AT4G36010,59.71469226,11.90236733,107.5270172,9.034086597,3.175378743,3.85E-22,2.14E-19,0.016148559,1.159904109,AT4G36010,Pathogenesis-related thaumatin superfamily protein,1,0,1,,
13997,protein_coding_gene|-|AT4G36020,67.87847991,44.25910211,91.4978577,2.067322954,1.047763782,0.000305201,0.014743102,0.123406903,2.631835744,AT4G36020,"CSDP1, cold shock domain protein 1",1,0,1,,
13998,protein_coding_gene|-|AT4G36040,72.04406617,41.16083868,102.9272937,2.500612159,1.322281315,3.01E-06,0.000263784,1.672713627,0.307330113,AT4G36040,Chaperone DnaJ-domain superfamily protein,1,0,1,,
14043,protein_coding_gene|-|AT4G36670,10.04903286,4.190362886,15.90770282,3.796259001,1.924578424,0.000690826,0.028879889,0.480449629,4.542793676,AT4G36670,Major facilitator superfamily protein,1,0,1,,
14121,protein_coding_gene|+|AT4G37520,43.21070023,60.92049328,25.50090718,0.418593249,-1.256379052,0.000119979,0.006602754,0.460888974,1.333192503,AT4G37520,Peroxidase superfamily protein,0,1,0,,
14123,protein_coding_gene|-|AT4G37540,10.43660524,1.101714921,19.77149555,17.94610854,4.165599137,9.46E-10,1.50E-07,0.056422894,0.220942189,AT4G37540,"LBD39, LOB domain-containing protein 39",1,0,1,,
14128,protein_coding_gene|-|AT4G37610,18.4298623,7.631175008,29.22854959,3.830150607,1.937401122,3.80E-06,0.000322577,0.865834169,0.51072618,AT4G37610,"BT5, BTB and TAZ domain protein 5",1,0,1,,
14197,protein_coding_gene|+|AT4G38470,17.04968994,6.258125369,27.8412545,4.448816996,2.153421754,2.49E-06,0.000222424,0.317099107,1.126540425,AT4G38470,ACT-like protein tyrosine kinase family protein,1,0,1,,
14292,protein_coding_gene|-|AT4G39780,10.08975989,4.054695527,16.12482425,3.976827395,1.991617947,0.00026486,0.012970595,0.200255052,0.002941587,AT4G39780,Integrase-type DNA-binding superfamily protein,1,0,1,,
14294,protein_coding_gene|+|AT4G39795,24.07687969,37.83931787,10.31444151,0.272585292,-1.875220375,1.34E-05,0.000957491,2.064667148,0.002099316,AT4G39795,Protein of unknown function (DUF581),0,1,0,,
14326,protein_coding_gene|+|AT4G40070,63.7280052,44.04260531,83.41340509,1.893925314,0.92137944,0.000929695,0.036824527,0.001671056,0.176675751,AT4G40070,RING/U-box superfamily protein,1,0,1,,
14353,protein_coding_gene|-|AT5G01340,39.90686806,18.64832422,61.1654119,3.279941468,1.71367007,1.50E-07,1.74E-05,0.00507374,0.039133032,AT5G01340,Mitochondrial substrate carrier family protein,1,0,1,,
14455,protein_coding_gene|+|AT5G02580,9.153995783,15.69534361,2.612647957,0.166460068,-2.586751967,0.000110362,0.006192766,0.003224753,0.015979237,AT5G02580,Plant protein 1589 of unknown function,0,1,1,,
14513,protein_coding_gene|+|AT5G03320,51.80712345,32.44717969,71.16706722,2.193320588,1.1331167,0.00013234,0.007119598,0.009416072,0.006790153,AT5G03320,Protein kinase superfamily protein,1,0,1,,
14514,protein_coding_gene|+|AT5G03330,56.76294631,13.04930471,100.4765879,7.699765634,2.944814534,4.60E-20,2.02E-17,0.003129645,1.301569263,AT5G03330,Cysteine proteinases superfamily protein,1,0,0,,
14515,protein_coding_gene|-|AT5G03340,82.06896765,48.10691631,116.031019,2.411940484,1.270194308,2.17E-06,0.000198447,0.297376269,0.053037406,AT5G03340,"ATPase, AAA-type, CDC48 protein",1,0,1,,
14519,protein_coding_gene|-|AT5G03380,474.7752519,154.1977213,795.3527825,5.158006069,2.366813471,2.56E-25,1.66E-22,0.084831582,0.635262571,AT5G03380,Heavy metal transport/detoxification superfamily protein ,1,0,1,,
14552,protein_coding_gene|-|AT5G03760,42.78833395,60.03527516,25.54139274,0.425439755,-1.232973244,0.000215162,0.010993654,0.96275609,0.176925685,AT5G03760,"ATCSLA09, ATCSLA9, CSLA09, CSLA9, RAT4, Nucleotide-diphospho-sugar transferases superfamily protein",0,1,1,,
14589,protein_coding_gene|+|AT5G04250,6.398008239,1.896488139,10.89952834,5.747216719,2.522863452,0.000319141,0.01522338,0.134178857,0.043367073,AT5G04250,Cysteine proteinases superfamily protein,1,0,1,,
14612,protein_coding_gene|-|AT5G04540,27.09710647,15.8213955,38.37281744,2.425375021,1.27820784,0.000431432,0.01918446,0.855522067,0.228958418,AT5G04540,Myotubularin-like phosphatases II superfamily,1,0,1,,
14615,protein_coding_gene|+|AT5G04590,199.6459304,109.8289434,289.4629173,2.635579551,1.398120239,1.59E-08,2.15E-06,1.481468382,7.409687098,AT5G04590,"SIR, sulfite reductase",1,0,1,,
14635,protein_coding_gene|+|AT5G04840,13.76419101,5.905961213,21.6224208,3.661117983,1.872284267,0.000111687,0.00624849,0.21883464,0.270561006,AT5G04840,bZIP protein,1,0,1,,
14647,protein_coding_gene|-|AT5G04950,65.07460417,20.7160867,109.4331217,5.282519003,2.401226052,5.83E-15,1.67E-12,0.212777359,5.324066586,AT5G04950,"ATNAS1, NAS1, nicotianamine synthase 1",1,0,1,,
14669,protein_coding_gene|-|AT5G05250,32.70872465,17.41094194,48.00650736,2.757260781,1.463235723,1.46E-05,0.001037532,0.246277759,1.389918446,AT5G05250,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G56360.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,1,0,1,,
14678,protein_coding_gene|-|AT5G05400,8.746667877,3.259922309,14.23341344,4.366181796,2.126372202,0.000343095,0.01609134,0.916327358,0.001857006,AT5G05400,LRR and NB-ARC domains-containing disease resistance protein,1,0,1,,
14771,protein_coding_gene|+|AT5G06510,24.10859851,38.76014298,9.457054041,0.243989142,-2.035111146,3.69E-06,0.000316063,0.727169216,0.235892435,AT5G06510,"NF-YA10, nuclear factor Y, subunit A10",0,1,1,,
14870,protein_coding_gene|-|AT5G07890,21.99343552,7.450285196,36.53658584,4.904051977,2.29397427,6.83E-08,8.42E-06,0.009339564,1.67744866,AT5G07890,myosin heavy chain-related,1,0,1,,
14880,protein_coding_gene|+|AT5G08010,13.98841778,6.041628572,21.935207,3.630677844,1.860238923,7.45E-05,0.004391419,0.203712643,0.002813718,AT5G08010,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G61040.1); Has 5732 Blast hits to 4319 proteins in 440 species: Archae - 66; Bacteria - 397; Metazoa - 2437; Fungi - 292; Plants - 238; Viruses - 35; Other Eukaryotes - 2267 (source: NCBI BLink).,1,0,1,,
14934,protein_coding_gene|+|AT5G08570,126.6920159,83.56191452,169.8221172,2.032290885,1.023106912,4.13E-05,0.002619668,0.649759278,0.657616782,AT5G08570,Pyruvate kinase family protein,1,0,1,,
14954,protein_coding_gene|+|AT5G09220,148.4346114,190.9613158,105.907907,0.554603987,-0.850470108,0.000830903,0.03385177,0.829542462,0.672420597,AT5G09220,"AAP2, amino acid permease 2",0,1,1,,
15001,protein_coding_gene|-|AT5G09800,37.9627609,10.80065241,65.12486939,6.029716254,2.592090113,1.39E-13,3.36E-11,0.011156397,0.51298575,AT5G09800,ARM repeat superfamily protein,1,0,1,,
15005,protein_coding_gene|+|AT5G09840,8.408660529,3.305144762,13.5121763,4.088225257,2.031474689,0.000892267,0.035717208,0.279181601,0.015027943,AT5G09840,Putative endonuclease or glycosyl hydrolase,1,0,1,,
15006,protein_coding_gene|-|AT5G09850,55.41330877,34.35328329,76.47333424,2.226085163,1.154508787,4.40E-05,0.00274747,0.760836484,0.692959591,AT5G09850,Transcription elongation factor (TFIIS) family protein,1,0,1,,
15022,protein_coding_gene|-|AT5G10030,28.18509131,9.165883522,47.2042991,5.149999886,2.3645724,6.33E-10,1.01E-07,0.593845658,0.002133371,AT5G10030,"OBF4, TGA4, TGACG motif-binding factor 4",1,0,1,,
15036,protein_coding_gene|+|AT5G10200,43.78255926,26.71249282,60.85262571,2.278058665,1.1878049,0.000138379,0.007370076,0.232646984,0.01260247,AT5G10200,ARM-repeat/Tetratricopeptide repeat (TPR)-like protein,1,0,0,,
15037,protein_coding_gene|+|AT5G10210,68.98526808,4.09991798,133.8706182,32.65202349,5.029100495,6.72E-40,9.05E-37,0.000390562,0.225073538,AT5G10210,CONTAINS InterPro DOMAIN/s: C2 calcium-dependent membrane targeting (InterPro:IPR000008); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G65030.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).,1,0,1,,
15081,protein_coding_gene|-|AT5G10770,93.86776895,135.5782435,52.15729437,0.384702538,-1.378184748,2.33E-06,0.00021106,0.262266683,0.013494606,AT5G10770,Eukaryotic aspartyl protease family protein,0,1,1,,
15180,protein_coding_gene|-|AT5G11930,12.00237468,20.67086424,3.333885105,0.161284263,-2.632322418,7.55E-06,0.000583426,0.953719147,0.152128331,AT5G11930,Thioredoxin superfamily protein,0,1,1,,
15187,protein_coding_gene|-|AT5G12020,78.32792763,43.93292947,112.7229258,2.565795797,1.359406356,5.13E-07,5.22E-05,2.599100547,1.96007114,AT5G12020,"HSP17.6II, 17.6 kDa class II heat shock protein",1,0,1,,
15188,protein_coding_gene|-|AT5G12030,77.30564907,52.4493226,102.1619755,1.947822593,0.961862283,0.00015545,0.008118702,1.052212268,10.47783726,AT5G12030,"AT-HSP17.6A, HSP17.6, HSP17.6A, heat shock protein 17.6A",1,0,1,,
15224,protein_coding_gene|-|AT5G12470,139.5503263,86.96426477,192.1363878,2.209371727,1.143636173,3.66E-06,0.000315345,0.790553836,0.465365157,AT5G12470,Protein of unknown function (DUF3411),1,0,1,,
15228,protein_coding_gene|-|AT5G12860,144.1016487,63.35003539,224.8532619,3.549378632,1.827566483,8.65E-13,1.90E-10,0.022319887,6.195563878,AT5G12860,"DiT1, dicarboxylate transporter 1",1,0,1,,
15250,protein_coding_gene|+|AT5G13110,127.2978684,27.41682113,227.1789156,8.286114372,3.050695734,8.54E-29,6.71E-26,0.087556032,3.053483545,AT5G13110,"G6PD2, glucose-6-phosphate dehydrogenase 2",1,0,1,,
15277,protein_coding_gene|-|AT5G13420,637.7448978,139.5916223,1135.898173,8.137294736,3.024549247,2.38E-37,2.80E-34,0.741597004,8.358241395,AT5G13420,Aldolase-type TIM barrel family protein,1,0,1,,
15333,protein_coding_gene|+|AT5G14050,54.48320862,36.19493351,72.77148374,2.010543374,1.00758546,0.000327816,0.015529257,0.003643581,3.073548792,AT5G14050,Transducin/WD40 repeat-like superfamily protein,1,0,1,,
15334,protein_coding_gene|+|AT5G14060,33.39476693,17.14922269,49.64031118,2.894609983,1.533368974,8.93E-06,0.000672412,0.009646528,0.325657259,AT5G14060,"CARAB-AK-LYS, Aspartate kinase family protein",1,0,0,,
15335,protein_coding_gene|+|AT5G14070,2.252029383,0,4.504058765,Inf,Inf,0.000831678,0.03385177,0,0.005229819,AT5G14070,"ROXY2, Thioredoxin superfamily protein",1,0,1,,
15383,protein_coding_gene|-|AT5G14690,35.80374321,16.79705853,54.81042789,3.263096797,1.706241784,2.81E-07,3.05E-05,0.00049813,0.567668836,AT5G14690,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G01516.1); Has 86 Blast hits to 86 proteins in 16 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 84; Viruses - 2; Other Eukaryotes - 0 (source: NCBI BLink).,1,0,1,,
15389,protein_coding_gene|+|AT5G14760,118.3473562,47.42857951,189.2661329,3.990550315,1.996587714,1.37E-14,3.74E-12,0.258282795,0.000194498,AT5G14760,"AO, L-aspartate oxidase",1,0,1,,
15415,protein_coding_gene|+|AT5G15180,26.47842092,39.07670015,13.8801417,0.355202503,-1.493286347,0.000115783,0.00643945,2.977299346,2.916477091,AT5G15180,Peroxidase superfamily protein,0,1,1,,
15416,protein_coding_gene|-|AT5G15190,3.21950759,6.439015181,0,0,#NAME?,0.000865955,0.03488613,0.460971905,0,AT5G15190,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 17 plant structures; EXPRESSED DURING: LP.04 four leaves visible, 4 anthesis, petal differentiation and expansion stage, E expanded cotyledon stage, D bilateral stage; Has 7 Blast hits to 7 proteins in 3 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 7; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).",0,1,1,,
15461,protein_coding_gene|+|AT5G15830,5.880996568,1.896488139,9.865504998,5.201986132,2.379062553,0.001055438,0.04137053,0.137594705,0.209236603,AT5G15830,"AtbZIP3, bZIP3, basic leucine-zipper 3",1,0,1,,
15526,protein_coding_gene|-|AT5G16570,107.2340247,167.4403862,47.02766322,0.280862128,-1.832065992,4.43E-10,7.26E-08,3.462744029,0.098872446,AT5G16570,"GLN1;4, glutamine synthetase 1;4",0,1,1,,
15565,protein_coding_gene|-|AT5G17010,42.82840781,58.31967683,27.33713878,0.468746404,-1.093120473,0.001226279,0.046707604,0.439947912,0.282115754,AT5G17010,Major facilitator superfamily protein,0,1,1,,
15587,protein_coding_gene|+|AT5G17350,4.772044512,8.959002194,0.58508683,0.065307142,-3.936615413,0.001174751,0.045109469,5.436956941,0.309356431,AT5G17350,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: N-terminal protein myristoylation; LOCATED IN: cellular_component unknown; EXPRESSED IN: 15 plant structures; EXPRESSED DURING: 8 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G03280.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).,0,1,1,,
15647,protein_coding_gene|+|AT5G18130,31.87108798,50.09384935,13.64832661,0.272455138,-1.8759094,1.76E-06,0.00016213,1.111488809,0.017926026,AT5G18130,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G03870.2); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).,0,1,1,,
15703,protein_coding_gene|+|AT5G18840,51.6930634,19.60475631,83.78137049,4.273522668,2.095425775,3.70E-11,6.90E-09,2.387196889,0.117296895,AT5G18840,Major facilitator superfamily protein,1,0,1,,
15728,protein_coding_gene|+|AT5G19120,52.92952334,14.81012548,91.04892119,6.147748125,2.620058059,1.17E-15,3.57E-13,0.13109096,3.64634325,AT5G19120,Eukaryotic aspartyl protease family protein,1,0,1,,
15741,protein_coding_gene|-|AT5G19260,25.77089518,9.69893749,41.84285286,4.314168733,2.109082603,4.21E-08,5.36E-06,0.00207094,0.032522206,AT5G19260,Protein of unknown function (DUF3049),1,0,1,,
15771,protein_coding_gene|-|AT5G19600,5.040759417,0.352164156,9.729354679,27.6273281,4.788024137,6.37E-06,0.000501682,0.24492911,0.01034433,AT5G19600,"SULTR3;5, sulfate transporter 3;5",1,0,1,,
